+----------+-----------+-----------+-----------+
| Storm ID |    Name   | Max Speed | Avg Speed |
| AL051993 |   EMILY   |   19.56   |    9.31   |
| AL061993 |   DENNIS  |   12.08   |    8.42   |
| AL071993 |   FLOYD   |   43.08   |   26.87   |
| AL081993 |    GERT   |   21.56   |    9.74   |
| AL091993 |   HARVEY  |   47.64   |   21.11   |
| AL101993 |  UNNAMED  |   30.95   |   25.01   |
| AL011994 |  ALBERTO  |    12.0   |    5.89   |
| AL021994 |  UNNAMED  |    9.77   |    8.87   |
| AL031994 |   BERYL   |   21.85   |   10.95   |
| AL041994 |   CHRIS   |    35.7   |    16.6   |
| AL051994 |  UNNAMED  |   11.01   |    7.88   |
| AL061994 |   DEBBY   |   18.75   |   16.55   |
| AL071994 |  ERNESTO  |    8.86   |    5.23   |
| AL081994 |  UNNAMED  |    8.7    |    5.49   |
| AL091994 |  UNNAMED  |    9.01   |    5.23   |
| AL101994 |  UNNAMED  |    11.0   |    6.71   |
| AL111994 |  FLORENCE |   44.89   |   12.65   |
| AL121994 |   GORDON  |   32.64   |    9.67   |
| AL011995 |  ALLISON  |   40.07   |   18.83   |
| AL021995 |   BARRY   |   39.78   |   10.35   |
| AL031995 |  CHANTAL  |   67.85   |   16.24   |
| AL041995 |    DEAN   |   13.08   |    6.6    |
| AL051995 |    ERIN   |   22.71   |   11.29   |
| AL061995 |  UNNAMED  |    8.62   |    5.67   |
| AL071995 |   FELIX   |   41.93   |   15.47   |
| AL081995 | GABRIELLE |    8.79   |    4.27   |
| AL091995 |  HUMBERTO |    18.9   |   10.21   |
| AL101995 |    IRIS   |   50.26   |   12.38   |
| AL111995 |   JERRY   |   12.79   |    6.18   |
| AL121995 |   KAREN   |   25.94   |   11.83   |
| AL131995 |    LUIS   |   57.68   |   13.95   |
| AL141995 |  UNNAMED  |   18.39   |   12.82   |
| AL151995 |  MARILYN  |   17.68   |    8.74   |
| AL161995 |    NOEL   |   22.36   |    8.82   |
| AL171995 |    OPAL   |   35.63   |    9.54   |
| AL181995 |   PABLO   |   27.12   |   17.54   |
| AL191995 |  ROXANNE  |   16.95   |    5.37   |
| AL201995 | SEBASTIEN |   17.69   |    9.64   |
| AL211995 |   TANYA   |   32.23   |   16.42   |
| AL011996 |   ARTHUR  |   46.15   |   19.97   |
| AL021996 |   BERTHA  |   37.95   |    18.9   |
| AL031996 |   CESAR   |   20.62   |   15.65   |
| AL041996 |   DOLLY   |    16.5   |   11.37   |
| AL051996 |  EDOUARD  |   24.03   |   12.52   |
| AL061996 |    FRAN   |   23.96   |   11.43   |
| AL071996 |   GUSTAV  |   13.21   |   10.06   |
| AL081996 |  HORTENSE |   37.88   |   12.86   |
| AL091996 |  ISIDORE  |   38.16   |   15.61   |
| AL101996 | JOSEPHINE |   41.67   |   18.74   |
| AL111996 |    KYLE   |    7.0    |    4.87   |
| AL121996 |    LILI   |    34.1   |   14.79   |
| AL131996 |   MARCO   |   14.78   |    5.73   |
| AL011997 |  UNNAMED  |   25.96   |   19.66   |
| AL021997 |    ANA    |   25.15   |   10.85   |
| AL031997 |    BILL   |   30.36   |   24.04   |
| AL041997 | CLAUDETTE |   21.44   |   10.61   |
| AL051997 |   DANNY   |   59.52   |    9.52   |
| AL061997 |  UNNAMED  |   14.01   |   12.62   |
| AL071997 |   ERIKA   |   20.78   |   11.64   |
| AL081997 |   FABIAN  |   23.35   |   10.21   |
| AL091997 |   GRACE   |   29.28   |   18.74   |
| AL011998 |    ALEX   |   20.93   |   14.06   |
| AL021998 |   BONNIE  |   36.09   |   14.28   |
| AL031998 |  CHARLEY  |   13.62   |    8.33   |
| AL041998 |  DANIELLE |   35.24   |   16.34   |
| AL051998 |    EARL   |   47.29   |   19.48   |
| AL061998 |  FRANCES  |   13.35   |    6.85   |
| AL071998 |  GEORGES  |   22.84   |   11.67   |
| AL081998 |  HERMINE  |   13.43   |    6.92   |
| AL091998 |    IVAN   |   30.42   |   14.67   |
| AL101998 |   JEANNE  |    19.4   |   12.62   |
| AL111998 |    KARL   |   41.46   |   20.62   |
| AL121998 |    LISA   |   68.92   |   22.47   |
| AL131998 |   MITCH   |   45.21   |   14.34   |
| AL141998 |   NICOLE  |   40.16   |   13.87   |
| AL011999 |   ARLENE  |   11.56   |    5.03   |
| AL021999 |  UNNAMED  |   12.84   |   11.24   |
| AL031999 |    BRET   |    9.02   |    5.57   |
| AL041999 |   CINDY   |   28.81   |   11.38   |
| AL051999 |   DENNIS  |   25.73   |    6.88   |
| AL061999 |   EMILY   |   13.95   |    8.11   |
| AL071999 |  UNNAMED  |    8.33   |    5.97   |
| AL081999 |   FLOYD   |   31.27   |    14.6   |
| AL091999 |    GERT   |   27.08   |   13.07   |
| AL101999 |   HARVEY  |   27.88   |    9.24   |
| AL111999 |  UNNAMED  |   13.01   |    4.87   |
| AL121999 |  UNNAMED  |    7.61   |    4.21   |
| AL131999 |   IRENE   |   77.29   |   17.46   |
| AL141999 |    JOSE   |   37.59   |   13.55   |
| AL151999 |  KATRINA  |   18.72   |    9.1    |
| AL161999 |   LENNY   |   15.78   |    8.02   |
| AL012000 |  UNNAMED  |    3.88   |    3.15   |
| AL022000 |  UNNAMED  |   24.66   |   16.61   |
| AL032000 |  ALBERTO  |   38.91   |   14.16   |
| AL042000 |  UNNAMED  |    8.03   |    6.2    |
| AL052000 |   BERYL   |    11.3   |    8.0    |
| AL062000 |   CHRIS   |   14.24   |   11.47   |
| AL072000 |   DEBBY   |    22.4   |   17.14   |
| AL082000 |  ERNESTO  |   17.54   |   14.87   |
| AL092000 |  UNNAMED  |    9.97   |    8.58   |
| AL102000 |  FLORENCE |   33.29   |    10.4   |
| AL112000 |   GORDON  |    23.0   |   12.71   |
| AL122000 |   HELENE  |   54.83   |   18.25   |
| AL132000 |   ISAAC   |   41.34   |    17.5   |
| AL142000 |   JOYCE   |   16.87   |   13.06   |
| AL152000 |   KEITH   |   13.15   |    6.35   |
| AL162000 |   LESLIE  |   42.97   |   23.88   |
| AL172000 |  MICHAEL  |   47.93   |   14.04   |
| AL182000 |   NADINE  |   25.47   |   14.17   |
| AL192000 |  UNNAMED  |   42.53   |   16.12   |
| AL012001 |  ALLISON  |   27.56   |    7.65   |
| AL022001 |  UNNAMED  |   17.44   |   16.64   |
| AL032001 |   BARRY   |   13.05   |    6.83   |
| AL042001 |  CHANTAL  |   33.45   |   17.58   |
| AL052001 |    DEAN   |   33.17   |   16.39   |
| AL062001 |    ERIN   |   32.63   |   13.11   |
| AL072001 |   FELIX   |   20.32   |   10.61   |
| AL082001 | GABRIELLE |   33.19   |   13.84   |
| AL092001 |  UNNAMED  |   16.68   |   16.52   |
| AL102001 |  HUMBERTO |   28.27   |   12.19   |
| AL112001 |    IRIS   |    21.7   |   16.72   |
| AL122001 |   JERRY   |   20.04   |    17.5   |
| AL132001 |   KAREN   |   42.71   |   12.88   |
| AL142001 |  LORENZO  |   28.91   |   12.64   |
| AL152001 |  MICHELLE |   31.58   |    8.59   |
| AL162001 |    NOEL   |   20.32   |   10.33   |
| AL172001 |    OLGA   |   18.64   |    8.29   |
| AL012002 |   ARTHUR  |   34.98   |   20.05   |
| AL022002 |   BERTHA  |    10.7   |    5.74   |
| AL032002 | CRISTOBAL |   20.47   |    5.69   |
| AL042002 |   DOLLY   |   20.77   |   12.07   |
| AL052002 |  EDOUARD  |   11.64   |    5.16   |
| AL062002 |    FAY    |   15.95   |    4.76   |
| AL072002 |  UNNAMED  |   10.09   |    8.76   |
| AL082002 |   GUSTAV  |   49.38   |   17.03   |
| AL092002 |   HANNA   |   14.03   |    7.63   |
| AL102002 |  ISIDORE  |   50.06   |   11.17   |
| AL112002 | JOSEPHINE |   32.74   |   15.16   |
| AL122002 |    KYLE   |   21.04   |    6.93   |
| AL132002 |    LILI   |   26.87   |   11.69   |
| AL142002 |  UNNAMED  |   13.19   |    7.34   |
| AL012003 |    ANA    |   30.97   |    13.2   |
| AL022003 |  UNNAMED  |   16.82   |   16.81   |
| AL032003 |    BILL   |   21.58   |   12.12   |
| AL042003 | CLAUDETTE |   27.49   |   13.62   |
| AL052003 |   DANNY   |   19.29   |    9.75   |
| AL062003 |  UNNAMED  |   22.46   |   19.53   |
| AL072003 |  UNNAMED  |    9.96   |    7.55   |
| AL082003 |   ERIKA   |   23.41   |   17.26   |
| AL092003 |  UNNAMED  |   11.93   |   10.39   |
| AL102003 |   FABIAN  |   43.03   |   15.82   |
| AL112003 |   GRACE   |   26.41   |   11.13   |
| AL122003 |   HENRI   |    20.3   |    6.79   |
| AL132003 |   ISABEL  |   41.02   |   11.46   |
| AL142003 |  UNNAMED  |   12.91   |    7.55   |
| AL152003 |    JUAN   |   39.17   |   11.28   |
| AL162003 |    KATE   |   49.58   |   16.25   |
| AL172003 |   LARRY   |    9.55   |    4.07   |
| AL182003 |   MINDY   |   13.09   |    8.85   |
| AL192003 |  NICHOLAS |   20.12   |    8.93   |
| AL202003 |   ODETTE  |   32.79   |   15.74   |
| AL212003 |   PETER   |   21.91   |   12.42   |
| AL012004 |    ALEX   |   47.09   |   17.18   |
| AL022004 |   BONNIE  |   31.79   |   14.21   |
| AL032004 |  CHARLEY  |   29.92   |   19.92   |
| AL042004 |  DANIELLE |   16.37   |    9.49   |
| AL052004 |    EARL   |   24.71   |   21.54   |
| AL062004 |  FRANCES  |   28.73   |   11.44   |
| AL072004 |   GASTON  |   43.17   |   17.29   |
| AL082004 |  HERMINE  |   22.99   |   11.43   |
| AL092004 |    IVAN   |   23.06   |   12.95   |
| AL102004 |  UNNAMED  |    17.1   |    9.27   |
| AL112004 |   JEANNE  |    28.3   |    8.41   |
| AL122004 |    KARL   |   50.72   |   18.06   |
| AL132004 |    LISA   |   25.97   |    10.2   |
| AL142004 |  MATTHEW  |   17.68   |   10.72   |
| AL152004 |   NICOLE  |   27.04   |   15.32   |
| AL162004 |    OTTO   |   12.35   |    6.37   |
| AL012005 |   ARLENE  |   27.45   |   14.75   |
| AL022005 |    BRET   |    9.58   |    7.54   |
| AL032005 |   CINDY   |   22.38   |   14.43   |
| AL042005 |   DENNIS  |   21.13   |   10.12   |
| AL052005 |   EMILY   |   18.79   |   14.04   |
| AL062005 |  FRANKLIN |   24.09   |   10.28   |
| AL072005 |    GERT   |   15.05   |   10.99   |
| AL082005 |   HARVEY  |   19.16   |    9.27   |
| AL092005 |   IRENE   |   39.31   |   11.44   |
| AL102005 |    TEN    |   12.12   |    8.71   |
| AL112005 |    JOSE   |   11.32   |    7.67   |
| AL122005 |  KATRINA  |    23.9   |   10.16   |
| AL132005 |    LEE    |   21.65   |   12.06   |
| AL142005 |   MARIA   |   45.56   |   13.59   |
| AL152005 |    NATE   |   29.73   |   14.45   |
| AL162005 |  OPHELIA  |   29.19   |   11.63   |
| AL172005 |  PHILIPPE |   25.21   |    8.79   |
| AL182005 |    RITA   |   29.95   |   10.83   |
| AL192005 |  NINETEEN |   13.15   |    7.04   |
| AL202005 |    STAN   |    12.8   |    8.18   |
| AL212005 |  UNNAMED  |   26.08   |   21.08   |
| AL222005 |   TAMMY   |   16.17   |   12.37   |
| AL232005 | WENTY-TWO |   18.74   |    9.93   |
| AL242005 |   VINCE   |   21.68   |   10.07   |
| AL252005 |   WILMA   |   50.53   |   11.42   |
| AL262005 |   ALPHA   |   31.39   |   16.81   |
| AL272005 |    BETA   |    7.82   |    4.23   |
| AL282005 |   GAMMA   |   22.31   |    8.72   |
| AL292005 |   DELTA   |   53.81   |   14.28   |
| AL302005 |  EPSILON  |   11.85   |    8.57   |
| AL312005 |    ZETA   |   20.19   |    6.33   |
| AL012006 |  ALBERTO  |   43.28   |   20.72   |
| AL022006 |  UNNAMED  |   24.63   |    17.4   |
| AL032006 |   BERYL   |   34.05   |   13.68   |
| AL042006 |   CHRIS   |   14.95   |    10.7   |
| AL052006 |   DEBBY   |   17.56   |   13.92   |
| AL062006 |  ERNESTO  |   18.24   |   10.93   |
| AL072006 |  FLORENCE |    27.7   |   14.77   |
| AL082006 |   GORDON  |   48.01   |   15.63   |
| AL092006 |   HELENE  |    33.1   |   14.48   |
| AL102006 |   ISAAC   |    35.0   |   12.92   |
| AL012007 |   ANDREA  |   21.72   |    7.63   |
| AL022007 |   BARRY   |   33.85   |   15.55   |
| AL032007 |  CHANTAL  |   57.31   |   21.98   |
| AL042007 |    DEAN   |   21.63   |   17.57   |
| AL052007 |    ERIN   |   13.49   |   10.33   |
| AL062007 |   FELIX   |   19.98   |   14.86   |
| AL072007 | GABRIELLE |   16.55   |   11.16   |
| AL082007 |   INGRID  |   10.76   |    7.65   |
| AL092007 |  HUMBERTO |   11.11   |    8.05   |
| AL102007 |    TEN    |    9.14   |    8.8    |
| AL112007 |   JERRY   |   19.32   |    8.37   |
| AL122007 |   KAREN   |   16.16   |   11.13   |
| AL132007 |  LORENZO  |    8.45   |    5.05   |
| AL142007 |  MELISSA  |   14.68   |    9.73   |
| AL152007 |  FIFTEEN  |   30.76   |   12.94   |
| AL162007 |    NOEL   |   41.23   |   13.41   |
| AL172007 |    OLGA   |   22.24   |   13.62   |
| AL012008 |   ARTHUR  |    6.05   |    4.73   |
| AL022008 |   BERTHA  |   40.54   |   12.44   |
| AL032008 | CRISTOBAL |   30.43   |   12.79   |
| AL042008 |   DOLLY   |   25.46   |   10.51   |
| AL052008 |  EDOUARD  |   13.73   |    8.68   |
| AL062008 |    FAY    |   22.94   |    7.69   |
| AL072008 |   GUSTAV  |   26.28   |   10.39   |
| AL082008 |   HANNA   |   36.05   |   13.04   |
| AL092008 |    IKE    |    52.1   |   14.84   |
| AL102008 | JOSEPHINE |   21.57   |    9.97   |
| AL112008 |    KYLE   |   24.78   |   13.72   |
| AL122008 |   LAURA   |   31.23   |   13.05   |
| AL132008 |   MARCO   |    9.95   |    7.43   |
| AL142008 |    NANA   |   17.15   |   10.17   |
| AL152008 |    OMAR   |   30.61   |   11.68   |
| AL162008 |  SIXTEEN  |   16.64   |    5.08   |
| AL172008 |   PALOMA  |   21.11   |    7.3    |
| AL012009 |    ONE    |   18.66   |    13.2   |
| AL022009 |    ANA    |   21.36   |    12.0   |
| AL032009 |    BILL   |   46.28   |   21.02   |
| AL042009 | CLAUDETTE |   15.84   |   12.05   |
| AL052009 |   DANNY   |   12.22   |    9.0    |
| AL062009 |   ERIKA   |   34.62   |    8.96   |
| AL072009 |    FRED   |   19.17   |   10.65   |
| AL082009 |   EIGHT   |    12.2   |   11.81   |
| AL092009 |   GRACE   |   26.87   |   13.48   |
| AL102009 |   HENRI   |   16.16   |    10.3   |
| AL112009 |    IDA    |   20.28   |    8.57   |
| AL012010 |    ALEX   |   14.13   |    7.76   |
| AL022010 |    TWO    |   20.12   |   11.56   |
| AL032010 |   BONNIE  |   23.41   |   12.83   |
| AL042010 |   COLIN   |   29.81   |   14.97   |
| AL052010 |    FIVE   |   15.34   |    6.67   |
| AL062010 |  DANIELLE |   42.83   |   16.65   |
| AL072010 |    EARL   |   36.63   |   17.27   |
| AL082010 |   FIONA   |   24.44   |   16.69   |
| AL092010 |   GASTON  |   18.46   |   12.14   |
| AL102010 |  HERMINE  |   17.52   |   10.61   |
| AL112010 |    IGOR   |   40.84   |   13.38   |
| AL122010 |   JULIA   |   23.14   |   11.54   |
| AL132010 |    KARL   |    15.2   |   10.43   |
| AL142010 |    LISA   |   10.35   |    5.48   |
| AL152010 |  MATTHEW  |   19.61   |   14.22   |
| AL162010 |   NICOLE  |   23.14   |    10.0   |
| AL172010 |    OTTO   |   41.65   |   12.86   |
| AL182010 |   PAULA   |   13.89   |    8.28   |
| AL192010 |  RICHARD  |   11.48   |    6.42   |
| AL202010 |   SHARY   |   37.79   |    23.5   |
| AL212010 |   TOMAS   |   30.23   |   12.25   |
| AL012011 |   ARLENE  |    8.39   |    5.66   |
| AL022011 |    BRET   |   24.73   |    9.25   |
| AL032011 |   CINDY   |   32.42   |   24.56   |
| AL042011 |    DON    |   13.89   |   10.78   |
| AL052011 |   EMILY   |   17.08   |   11.87   |
| AL062011 |  FRANKLIN |   25.33   |   18.01   |
| AL072011 |    GERT   |   32.25   |   15.62   |
| AL082011 |   HARVEY  |   14.38   |   10.82   |
| AL092011 |   IRENE   |   32.14   |   14.33   |
| AL102011 |    TEN    |   11.47   |    7.84   |
| AL112011 |    JOSE   |    23.4   |    12.9   |
| AL122011 |   KATIA   |   52.93   |   17.85   |
| AL202011 |  UNNAMED  |   13.13   |    6.02   |
| AL132011 |    LEE    |   18.83   |    6.5    |
| AL142011 |   MARIA   |   48.82   |   15.73   |
| AL152011 |    NATE   |    9.87   |    3.68   |
| AL162011 |  OPHELIA  |   37.95   |   12.95   |
| AL172011 |  PHILIPPE |   36.57   |   10.82   |
| AL182011 |    RINA   |   10.67   |    5.07   |
| AL192011 |    SEAN   |   31.76   |    9.49   |
| AL012012 |  ALBERTO  |    19.0   |    9.08   |
| AL022012 |   BERYL   |   34.08   |   12.49   |
| AL032012 |   CHRIS   |    21.6   |   15.49   |
| AL042012 |   DEBBY   |   10.52   |    5.42   |
| AL052012 |  ERNESTO  |   22.26   |   14.28   |
| AL062012 |  FLORENCE |   21.41   |   14.81   |
| AL072012 |   HELENE  |   24.39   |   15.52   |
| AL082012 |   GORDON  |   20.96   |   15.92   |
| AL092012 |   ISAAC   |   19.39   |   12.45   |
| AL102012 |   JOYCE   |   16.25   |   13.62   |
| AL112012 |    KIRK   |   43.24   |   17.32   |
| AL122012 |   LESLIE  |    44.0   |   12.28   |
| AL132012 |  MICHAEL  |   30.45   |    7.92   |
| AL142012 |   NADINE  |   20.79   |    9.08   |
| AL152012 |   OSCAR   |   16.77   |   11.76   |
| AL162012 |   PATTY   |    2.07   |    1.48   |
| AL172012 |   RAFAEL  |   39.16   |   16.73   |
| AL182012 |   SANDY   |   22.39   |    9.94   |
| AL192012 |    TONY   |    21.9   |   13.95   |
| AL012013 |   ANDREA  |   34.76   |   21.04   |
| AL022013 |   BARRY   |   11.39   |    8.79   |
| AL032013 |  CHANTAL  |   27.64   |   25.11   |
| AL042013 |   DORIAN  |   21.24   |   13.45   |
| AL052013 |    ERIN   |   14.81   |   10.83   |
| AL062013 |  FERNAND  |   16.62   |    8.45   |
| AL072013 | GABRIELLE |   19.38   |    7.48   |
| AL082013 |   EIGHT   |    6.85   |    5.91   |
| AL092013 |  HUMBERTO |   13.91   |    8.73   |
| AL102013 |   INGRID  |    9.07   |    5.66   |
| AL112013 |   JERRY   |   14.89   |    8.75   |
| AL122013 |   KAREN   |   15.08   |    6.75   |
| AL132013 |  LORENZO  |    9.73   |    6.28   |
| AL142013 |  MELISSA  |   30.51   |   16.29   |
| AL152013 |  UNNAMED  |   12.18   |    6.26   |
| AL012014 |   ARTHUR  |   27.61   |   10.58   |
| AL022014 |    TWO    |    27.4   |   16.28   |
| AL032014 |   BERTHA  |   47.86   |   21.17   |
| AL042014 | CRISTOBAL |   46.94   |   17.29   |
| AL052014 |   DOLLY   |   13.09   |   10.33   |
| AL062014 |  EDOUARD  |   25.49   |   12.94   |
| AL072014 |    FAY    |   24.36   |   14.18   |
| AL082014 |  GONZALO  |   46.43   |   17.04   |
| AL092014 |   HANNA   |    9.74   |    6.92   |
| AL012015 |    ANA    |   35.31   |    8.37   |
| AL022015 |    BILL   |   19.21   |   11.06   |
| AL032015 | CLAUDETTE |   20.71   |   13.78   |
| AL042015 |   DANNY   |   14.51   |   10.75   |
| AL052015 |   ERIKA   |    17.5   |   15.33   |
| AL062015 |    FRED   |   14.73   |    9.67   |
| AL072015 |   GRACE   |   16.57   |   14.29   |
| AL082015 |   HENRI   |   14.36   |    5.14   |
| AL092015 |    NINE   |    8.49   |    6.73   |
| AL102015 |    IDA    |   14.56   |    7.82   |
| AL112015 |  JOAQUIN  |   32.07   |   10.26   |
| AL122015 |    KATE   |   42.72   |   19.95   |
| AL012016 |    ALEX   |   42.59   |   19.94   |
| AL022016 |   BONNIE  |    29.5   |   10.39   |
| AL032016 |   COLIN   |   43.79   |   26.27   |
| AL042016 |  DANIELLE |   11.61   |    7.46   |
| AL052016 |    EARL   |   16.35   |   11.59   |
| AL062016 |   FIONA   |   16.74   |   11.97   |
| AL072016 |   GASTON  |    21.1   |   13.01   |
| AL082016 |   EIGHT   |   15.09   |    6.84   |
| AL092016 |  HERMINE  |    26.1   |    8.39   |
| AL102016 |    IAN    |   53.23   |   21.18   |
| AL112016 |   JULIA   |    10.9   |    5.78   |
| AL122016 |    KARL   |   54.75   |   14.43   |
| AL132016 |    LISA   |   14.72   |    8.83   |
| AL142016 |  MATTHEW  |   14.73   |    9.45   |
| AL152016 |   NICOLE  |   40.05   |    9.59   |
| AL162016 |    OTTO   |    16.1   |    5.79   |
| AL012017 |   ARLENE  |   27.43   |   13.04   |
| AL022017 |    BRET   |   26.25   |   20.49   |
| AL032017 |   CINDY   |   47.96   |   13.93   |
| AL042017 |  UNNAMED  |    19.2   |    17.4   |
| AL052017 |    DON    |   16.73   |   15.55   |
| AL062017 |   EMILY   |   12.71   |    9.17   |
| AL072017 |  FRANKLIN |    15.9   |   11.51   |
| AL082017 |    GERT   |   34.95   |   16.61   |
| AL092017 |   HARVEY  |   22.05   |   10.51   |
| AL112017 |    IRMA   |   22.92   |   11.94   |
| AL122017 |    JOSE   |   16.91   |    8.36   |
| AL132017 |   KATIA   |    8.21   |    3.78   |
| AL142017 |    LEE    |   47.76   |   11.25   |
| AL152017 |   MARIA   |   35.36   |   12.74   |
| AL162017 |    NATE   |   35.03   |   17.82   |
| AL172017 |  OPHELIA  |   45.45   |   12.53   |
| AL182017 |  PHILIPPE |   18.63   |   12.57   |
| AL192017 |    RINA   |    20.3   |    10.9   |
| AL012018 |  ALBERTO  |   26.66   |   12.45   |
| AL022018 |   BERYL   |   26.95   |    13.9   |
| AL032018 |   CHRIS   |   40.51   |   12.46   |
| AL042018 |   DEBBY   |   27.28   |   13.63   |
| AL052018 |  ERNESTO  |   35.82   |   20.05   |
| AL062018 |  FLORENCE |    33.5   |    10.2   |
| AL072018 |   GORDON  |   16.57   |    9.66   |
| AL082018 |   HELENE  |   31.68   |   15.05   |
| AL092018 |   ISAAC   |   17.54   |   11.26   |
| AL102018 |   JOYCE   |   16.59   |    8.62   |
| AL112018 |  UNNAMED  |    6.91   |    3.8    |
| AL122018 |    KIRK   |   23.75   |   16.48   |
| AL132018 |   LESLIE  |   37.93   |   10.73   |
| AL142018 |  MICHAEL  |   55.01   |   21.34   |
| AL152018 |   NADINE  |   13.14   |    7.44   |
| AL162018 |   OSCAR   |   30.37   |   18.15   |
| EP011949 |  UNNAMED  |    9.46   |    6.15   |
| EP021949 |  UNNAMED  |    8.7    |    7.23   |
| EP031949 |  UNNAMED  |    15.3   |    6.53   |
| EP041949 |  UNNAMED  |   12.47   |    7.37   |
| EP051949 |  UNNAMED  |   15.02   |   10.18   |
| EP061949 |  UNNAMED  |   20.71   |   11.73   |
| EP011950 |  UNNAMED  |   13.98   |    6.13   |
| EP021950 |  UNNAMED  |    8.95   |    7.5    |
| EP031950 |  UNNAMED  |   10.64   |    8.48   |
| CP011950 |    HIKI   |   15.13   |    9.57   |
| EP041950 |  UNNAMED  |    10.3   |    5.85   |
| EP051950 |  UNNAMED  |    9.65   |    7.02   |
| EP061950 |  UNNAMED  |    7.55   |    5.42   |
| EP011951 |  UNNAMED  |    8.03   |    5.83   |
| EP021951 |  UNNAMED  |   18.79   |   15.66   |
| EP031951 |  UNNAMED  |    7.73   |    7.31   |
| EP041951 |  UNNAMED  |    9.96   |    8.89   |
| EP051951 |  UNNAMED  |   19.24   |   12.49   |
| EP061951 |  UNNAMED  |   25.16   |   12.36   |
| EP071951 |  UNNAMED  |    7.97   |    5.27   |
| EP081951 |  UNNAMED  |   13.79   |    9.9    |
| EP091951 |  UNNAMED  |   13.26   |    9.81   |
| EP011952 |  UNNAMED  |    9.0    |    8.04   |
| EP021952 |  UNNAMED  |    8.88   |    6.36   |
| EP031952 |  UNNAMED  |   10.98   |    8.57   |
| EP041952 |  UNNAMED  |   15.43   |    8.56   |
| EP051952 |  UNNAMED  |   14.53   |    7.27   |
| EP061952 |  UNNAMED  |    7.62   |    5.46   |
| EP071952 |  UNNAMED  |   10.56   |    8.17   |
| EP011953 |  UNNAMED  |    9.25   |    8.0    |
| EP021953 |  UNNAMED  |   15.28   |   10.11   |
| EP031953 |  UNNAMED  |    7.64   |    4.81   |
| EP041953 |  UNNAMED  |   10.37   |    6.65   |
| EP011954 |  UNNAMED  |   10.09   |    5.63   |
| EP021954 |  UNNAMED  |   12.61   |    7.63   |
| EP031954 |  UNNAMED  |   16.98   |   11.23   |
| EP041954 |  UNNAMED  |   11.54   |    6.6    |
| EP051954 |  UNNAMED  |   19.37   |   11.34   |
| EP061954 |  UNNAMED  |   18.39   |    9.97   |
| EP071954 |  UNNAMED  |   11.97   |    7.63   |
| EP081954 |  UNNAMED  |   13.35   |    8.08   |
| EP091954 |  UNNAMED  |   13.42   |    7.09   |
| EP101954 |  UNNAMED  |   11.88   |    6.05   |
| EP111954 |  UNNAMED  |   18.61   |   11.27   |
| EP011955 |  UNNAMED  |    6.47   |    4.79   |
| EP021955 |  UNNAMED  |    7.7    |    6.05   |
| EP031955 |  UNNAMED  |   12.96   |   10.01   |
| EP041955 |  UNNAMED  |    8.82   |    5.28   |
| EP051955 |  UNNAMED  |   11.57   |    7.73   |
| EP061955 |  UNNAMED  |    13.5   |   10.98   |
| EP011956 |  UNNAMED  |   24.68   |   21.76   |
| EP021956 |  UNNAMED  |   11.83   |    6.7    |
| EP031956 |  UNNAMED  |   15.06   |   10.58   |
| EP041956 |  UNNAMED  |   12.61   |   10.93   |
| EP051956 |  UNNAMED  |    14.3   |   12.39   |
| EP061956 |  UNNAMED  |   10.53   |    7.16   |
| EP071956 |  UNNAMED  |   22.24   |    15.9   |
| EP081956 |  UNNAMED  |   17.55   |    16.3   |
| EP091956 |  UNNAMED  |    9.82   |    7.77   |
| EP101956 |  UNNAMED  |   14.32   |   11.09   |
| EP111956 |  UNNAMED  |    9.78   |    8.69   |
| EP011957 |   KANOA   |   20.86   |   10.32   |
| EP021957 |  UNNAMED  |   22.39   |   11.86   |
| EP031957 |  UNNAMED  |   13.03   |    7.83   |
| CP011957 |   DELLA   |   16.51   |   10.74   |
| EP041957 |  UNNAMED  |   10.84   |    7.91   |
| EP051957 |  UNNAMED  |    11.1   |    6.9    |
| EP061957 |  UNNAMED  |    6.05   |    5.1    |
| CP021957 |  UNNAMED  |   19.55   |   11.04   |
| EP071957 |  UNNAMED  |   13.74   |    8.42   |
| EP081957 |  UNNAMED  |   31.15   |   11.65   |
| EP091957 |  UNNAMED  |   18.85   |    8.84   |
| EP101957 |  UNNAMED  |   20.02   |   15.34   |
| CP031957 |    NINA   |   12.48   |    7.9    |
| EP011958 |  UNNAMED  |   10.31   |    5.22   |
| EP021958 |  UNNAMED  |    9.72   |    8.02   |
| EP031958 |  UNNAMED  |   13.33   |   10.26   |
| EP041958 |  UNNAMED  |   11.36   |    7.14   |
| EP051958 |  UNNAMED  |   17.71   |   13.39   |
| EP061958 |  UNNAMED  |   14.19   |   12.09   |
| CP011958 |  UNNAMED  |   10.39   |    7.16   |
| EP071958 |  UNNAMED  |   11.52   |   10.23   |
| EP081958 |  UNNAMED  |    8.77   |    6.07   |
| EP091958 |  UNNAMED  |   35.82   |   14.59   |
| EP101958 |  UNNAMED  |   22.51   |   10.23   |
| EP111958 |  UNNAMED  |    13.6   |   11.53   |
| EP121958 |  UNNAMED  |   14.13   |    8.5    |
| EP011959 |  UNNAMED  |   29.56   |   10.54   |
| EP021959 |  UNNAMED  |   14.08   |    9.63   |
| EP031959 |  UNNAMED  |   21.54   |    9.94   |
| EP041959 |  UNNAMED  |    13.5   |    9.29   |
